Employee_ID,Age,Gender,Country,Job_Role,Experience_Years,Company_Size,Work_Hours_Per_Day,Meetings_Per_Day,Internet_Speed_Mbps,Work_Environment,Sleep_Hours,Exercise_Hours_Per_Week,Screen_Time_Hours,Stress_Level,Productivity_Score,Burnout_Risk
17552,53,Other,Germany,Software Developer,8,Medium,5.5,5,65.2,Hybrid,4.5,3.5,11.1,Medium,44,Yes
17553,46,Male,UK,Data Analyst,14,Medium,7.3,4,57.0,Home,8.8,2.8,13.1,Low,91,No
17554,48,Other,South Korea,Designer,24,Large,9.2,4,68.4,Home,6.9,2.9,9.0,Medium,89,No
17555,26,Male,South Korea,Software Engineer,4,MNC,5.6,0,41.2,Coworking,7.8,3.5,12.4,High,78,No
17556,42,Male,Japan,Marketing,3,MNC,7.0,7,132.5,Home,6.2,2.7,12.8,High,62,No
17557,53,Other,India,Marketing,26,Small,5.0,7,137.2,Office,4.4,3.0,5.4,Low,57,Yes
17558,40,Male,China,Data Analyst,9,Large,6.4,5,139.4,Office,7.8,5.4,10.5,High,99,No
17559,43,Other,USA,Data Analyst,17,Small,7.8,4,47.7,Hybrid,6.3,4.5,9.7,High,71,No
17560,26,Other,UK,Data Scientist,3,Large,7.3,4,174.5,Hybrid,6.9,5.4,7.6,High,93,No
17561,54,Female,Australia,Designer,3,Small,9.8,7,23.4,Hybrid,4.0,0.3,9.4,Low,48,Yes
17562,24,Female,China,Marketing,0,Small,7.2,5,23.4,Coworking,6.4,0.3,12.1,Medium,56,Yes
17563,48,Male,India,Marketing,18,MNC,6.4,2,128.9,Office,7.2,0.5,6.1,High,75,No
17564,34,Male,Australia,Software Engineer,7,Large,5.8,7,116.3,Coworking,7.4,1.0,6.2,Low,71,No
17565,22,Other,South Korea,Manager,0,Medium,6.9,1,107.6,Hybrid,8.3,5.6,7.0,High,100,No
17566,35,Male,Australia,Designer,9,Medium,6.7,1,188.4,Home,7.5,1.9,9.8,Low,87,No
17567,35,Female,USA,HR,6,MNC,6.1,1,30.2,Hybrid,4.9,2.7,11.4,Low,50,Yes
17568,33,Male,UK,Manager,6,Medium,5.8,5,183.1,Hybrid,8.3,0.7,11.9,High,70,No
17569,49,Other,Australia,Manager,3,Small,5.3,0,121.3,Coworking,6.1,2.9,12.1,Low,70,No
17570,53,Male,UK,Data Analyst,14,Small,7.7,4,93.9,Coworking,4.5,0.9,6.1,High,62,No
17571,34,Male,Germany,Software Developer,8,Small,4.3,4,129.2,Hybrid,6.5,1.0,12.6,Low,54,Yes
17572,48,Other,South Korea,Data Analyst,10,MNC,4.0,1,19.1,Home,8.7,0.4,6.9,Low,63,No
17573,24,Female,USA,Designer,2,Large,4.5,4,162.2,Coworking,6.7,5.2,9.5,High,75,No
17574,40,Other,Australia,Data Scientist,5,Large,9.8,1,10.3,Hybrid,8.4,3.3,9.6,High,95,No
17575,30,Female,India,Data Analyst,4,Medium,5.8,6,42.8,Home,5.5,0.9,13.2,Low,35,Yes
17576,29,Male,Canada,Data Scientist,7,Small,7.4,1,59.8,Home,4.2,0.9,12.7,Low,54,Yes
17577,27,Other,Japan,Data Scientist,5,Large,9.9,7,19.0,Coworking,6.2,4.3,8.5,Medium,73,No
17578,30,Female,Japan,Marketing,5,Medium,5.8,4,166.9,Home,4.4,1.8,10.1,High,48,Yes
17579,39,Male,China,Software Developer,0,MNC,8.2,0,195.7,Hybrid,5.9,1.3,13.5,Medium,87,No
17580,28,Female,South Korea,Software Engineer,2,Large,6.1,4,95.1,Home,6.7,2.2,12.5,High,65,No
17581,29,Male,Japan,Manager,7,MNC,8.1,7,141.7,Home,7.5,0.5,6.0,Medium,80,No
17582,22,Other,Japan,Software Developer,0,Small,7.1,5,35.7,Hybrid,6.1,2.6,12.3,High,57,Yes
17583,42,Female,India,Manager,11,Large,8.6,3,142.1,Office,5.8,3.8,9.4,Low,93,No
17584,24,Male,UK,Software Developer,0,MNC,5.2,4,146.1,Office,4.5,3.6,9.6,Medium,58,Yes
17585,37,Male,Australia,Marketing,6,Medium,7.7,0,176.9,Hybrid,6.2,3.0,7.0,Low,94,No
17586,54,Male,Australia,Software Engineer,9,MNC,8.2,6,85.9,Hybrid,8.3,0.2,10.2,Medium,82,No
17587,40,Female,USA,Marketing,5,Medium,5.6,6,52.9,Home,4.8,5.3,11.2,Low,58,Yes
17588,38,Female,Germany,Manager,16,Large,6.2,5,141.5,Hybrid,6.1,2.5,7.8,High,68,No
17589,29,Other,Germany,Manager,2,Large,9.2,7,188.1,Home,4.7,0.7,11.5,Low,54,Yes
17590,32,Female,Germany,HR,3,Large,4.4,3,52.7,Office,7.7,2.9,6.5,Medium,72,No
17591,22,Other,Germany,Marketing,1,Medium,8.4,1,90.6,Hybrid,8.4,4.5,11.0,Low,100,No
17592,27,Male,South Korea,Designer,2,MNC,6.0,1,107.2,Office,6.0,1.2,13.2,Low,54,Yes
17593,26,Male,Japan,Data Analyst,1,MNC,9.7,5,68.7,Hybrid,5.6,2.5,8.5,Medium,80,No
17594,32,Other,China,Designer,8,MNC,7.4,0,127.6,Home,5.5,2.1,9.1,Low,82,No
17595,30,Male,UK,Marketing,2,Small,9.7,4,172.8,Office,5.6,1.5,11.4,High,76,No
17596,26,Female,India,Data Scientist,1,MNC,6.7,6,136.2,Home,4.6,0.9,7.0,High,52,Yes
17597,42,Female,Germany,Software Engineer,5,Medium,7.2,5,129.4,Home,8.9,4.1,9.6,High,100,No
17598,28,Female,Australia,Designer,4,Small,5.7,1,196.8,Office,6.2,4.5,11.5,Medium,91,No
17599,54,Female,Australia,Data Analyst,6,Large,7.0,0,13.9,Hybrid,4.5,2.4,13.9,Medium,54,Yes
17600,41,Female,India,Data Scientist,8,Large,6.1,0,29.6,Office,7.7,3.6,7.0,Low,88,No
17601,53,Other,China,Marketing,26,Medium,6.9,1,35.4,Office,7.8,0.7,8.2,Medium,73,No
17602,42,Female,Japan,Software Engineer,14,MNC,9.7,7,157.9,Coworking,8.5,3.2,10.9,Low,100,No
17603,45,Female,Japan,Marketing,16,Large,7.6,7,163.1,Hybrid,5.8,1.2,12.7,Medium,66,No
17604,37,Other,Australia,Designer,4,Medium,8.5,3,41.8,Coworking,8.4,0.9,12.9,Medium,78,No
17605,28,Female,China,HR,2,MNC,6.1,1,146.2,Home,8.2,2.6,12.6,High,89,No
17606,35,Female,South Korea,Designer,11,Small,8.9,2,146.3,Home,6.6,0.1,13.8,Low,70,No
17607,53,Female,Japan,Software Developer,1,MNC,5.9,6,194.7,Coworking,5.0,0.2,8.6,Medium,46,Yes
17608,46,Other,South Korea,HR,8,Small,9.8,0,12.8,Home,6.2,4.2,13.3,Low,84,No
17609,48,Other,USA,Software Developer,5,Small,8.6,7,191.5,Office,5.6,4.0,9.2,Medium,81,No
17610,52,Male,USA,Marketing,5,Large,4.8,4,138.4,Home,6.8,3.3,13.3,Low,69,No
17611,39,Female,UK,HR,16,MNC,8.4,2,58.5,Office,8.5,5.7,5.4,Medium,100,No
17612,37,Other,India,Data Analyst,9,Large,4.4,2,46.0,Home,5.9,3.8,13.1,Low,55,Yes
17613,42,Male,USA,HR,14,Small,6.3,2,140.4,Home,8.9,0.9,6.8,High,97,No
17614,49,Male,Japan,Data Analyst,26,Large,5.3,5,59.2,Hybrid,6.0,4.1,12.1,Medium,57,Yes
17615,41,Female,Japan,Marketing,11,MNC,7.3,0,90.0,Hybrid,5.7,5.7,5.8,Low,97,No
17616,29,Male,UK,Software Developer,4,MNC,5.2,2,21.3,Coworking,4.9,1.2,9.7,High,45,Yes
17617,35,Female,Canada,HR,3,MNC,5.5,7,125.4,Office,8.0,4.1,11.9,Low,74,No
17618,34,Male,Japan,Software Developer,7,Large,5.9,7,28.4,Home,7.9,0.9,12.7,Low,47,Yes
17619,32,Female,India,HR,5,MNC,5.2,0,50.7,Office,4.3,3.4,13.7,Low,39,Yes
17620,37,Male,South Korea,HR,5,Large,4.6,7,152.6,Hybrid,8.3,2.1,5.6,Medium,80,No
17621,23,Other,UK,Marketing,0,MNC,9.4,2,10.8,Coworking,5.3,4.6,12.4,High,68,No
17622,45,Female,Australia,Data Analyst,14,MNC,7.9,0,109.5,Office,6.9,0.8,8.9,Medium,79,No
17623,32,Other,Australia,Data Analyst,8,Small,5.7,7,101.4,Coworking,8.0,4.4,8.7,High,87,No
17624,33,Other,Australia,Manager,0,Large,4.7,3,27.2,Hybrid,7.5,3.9,10.5,Medium,62,No
17625,44,Male,South Korea,Marketing,6,Medium,8.3,0,170.6,Coworking,4.5,4.5,11.8,Medium,77,No
17626,42,Male,Germany,Designer,0,Medium,5.8,2,129.6,Home,6.3,4.6,8.3,Medium,75,No
17627,23,Male,UK,Software Developer,0,Small,5.3,0,76.9,Office,4.8,2.2,10.0,Medium,59,Yes
17628,52,Male,Japan,Marketing,9,Medium,4.9,2,94.1,Coworking,4.6,3.7,9.3,High,56,Yes
17629,39,Male,UK,HR,14,Medium,7.2,1,159.8,Hybrid,4.9,3.4,6.8,High,75,No
17630,45,Other,India,Data Analyst,0,Medium,6.1,7,199.5,Home,7.2,5.0,6.8,Medium,88,No
17631,36,Male,India,Software Engineer,0,Small,8.9,0,143.7,Home,7.7,5.5,6.5,Medium,100,No
17632,24,Female,UK,Data Analyst,0,Medium,9.0,1,32.2,Coworking,4.3,3.8,9.5,High,72,No
17633,25,Male,USA,HR,3,MNC,4.6,0,90.8,Coworking,6.3,0.1,8.7,Low,61,No
17634,45,Other,Germany,Data Analyst,7,Medium,9.5,7,73.6,Home,8.0,1.3,9.6,Medium,79,No
17635,42,Male,South Korea,Designer,20,Large,7.1,0,111.9,Coworking,5.0,4.4,10.4,Medium,72,No
17636,46,Female,South Korea,HR,7,Large,5.2,1,50.8,Office,4.4,2.0,5.7,Medium,53,Yes
17637,36,Other,Germany,Designer,1,Small,8.5,4,154.2,Home,5.4,4.5,7.7,Low,89,No
17638,29,Other,South Korea,Designer,5,MNC,7.4,0,195.0,Office,5.0,3.0,7.6,Low,91,No
17639,41,Female,China,Manager,2,MNC,5.3,6,71.0,Hybrid,8.9,2.6,8.2,Low,85,No
17640,46,Male,China,Software Developer,2,Small,4.9,1,163.5,Coworking,8.1,2.5,8.2,High,88,No
17641,54,Female,Australia,Data Analyst,2,Medium,4.8,4,59.3,Hybrid,6.7,4.0,5.9,Low,67,No
17642,52,Male,Germany,HR,2,Small,6.3,2,161.8,Coworking,7.4,2.3,10.1,Medium,87,No
17643,36,Other,Canada,Designer,13,MNC,8.9,2,124.6,Home,8.4,1.8,13.2,High,91,No
17644,40,Female,USA,Software Engineer,8,Medium,5.2,3,13.5,Home,5.1,1.1,11.7,Low,37,Yes
17645,26,Female,UK,Designer,0,Medium,7.5,6,67.3,Home,7.4,2.0,12.3,Low,71,No
17646,54,Other,UK,Software Developer,14,Large,8.2,0,132.3,Home,6.1,1.9,8.2,High,93,No
17647,24,Female,Canada,HR,2,Medium,5.4,2,63.3,Office,8.8,4.9,8.1,Low,100,No
17648,31,Female,USA,Marketing,0,Small,4.9,7,65.0,Coworking,4.8,0.1,5.7,Low,30,Yes
17649,25,Other,China,Data Scientist,2,MNC,9.6,1,109.0,Office,8.8,2.6,13.1,Low,100,No
17650,53,Other,Australia,Software Engineer,22,MNC,5.8,2,137.2,Coworking,6.6,4.4,8.4,High,83,No
17651,26,Female,Canada,Designer,4,Large,7.9,2,59.5,Hybrid,4.0,4.2,13.9,Medium,63,No
17652,24,Other,India,Data Analyst,2,MNC,7.1,4,97.3,Home,6.7,4.1,11.9,Low,75,No
17653,47,Other,USA,Data Analyst,16,Small,5.9,2,148.0,Coworking,4.4,5.7,11.9,High,69,No
17654,43,Female,Australia,HR,20,MNC,5.2,2,100.2,Office,6.3,3.5,13.4,High,57,Yes
17655,39,Male,South Korea,Manager,3,Small,4.4,3,167.4,Office,7.2,0.8,9.7,Low,65,No
17656,49,Male,Canada,Data Scientist,13,MNC,4.3,5,32.4,Hybrid,6.4,0.2,9.8,Low,36,Yes
17657,52,Female,Australia,Manager,16,Large,7.4,7,48.8,Home,5.9,5.8,10.9,Medium,74,No
17658,26,Female,Japan,Marketing,0,Small,6.7,5,140.2,Coworking,8.0,4.4,6.0,Low,100,No
17659,41,Male,UK,Data Scientist,14,Medium,9.8,7,189.5,Hybrid,6.9,6.0,5.4,Medium,100,No
17660,23,Female,China,Software Engineer,1,Medium,4.6,1,177.5,Hybrid,7.8,5.1,8.4,Low,95,No
17661,33,Other,Canada,Data Scientist,4,Small,4.9,5,36.4,Hybrid,4.4,2.3,6.0,Medium,46,Yes
17662,42,Female,Australia,Software Engineer,12,Medium,7.8,5,79.6,Coworking,7.1,5.6,8.8,High,95,No
17663,34,Male,China,Manager,10,MNC,7.8,7,61.8,Office,6.2,1.5,10.8,Low,52,Yes
17664,35,Other,China,Data Analyst,1,Large,7.1,6,180.4,Coworking,6.9,2.4,10.8,High,83,No
17665,39,Male,Canada,Designer,5,Large,8.8,7,56.4,Hybrid,8.8,3.8,13.3,Medium,90,No
17666,44,Other,UK,Marketing,13,MNC,7.6,0,118.6,Home,7.6,4.2,9.8,High,100,No
17667,39,Other,Canada,Data Scientist,16,Large,8.4,7,111.0,Office,8.9,0.5,12.2,High,78,No
17668,25,Male,India,Manager,3,Large,6.9,5,183.9,Hybrid,8.7,1.5,10.0,High,92,No
17669,35,Male,India,Software Developer,13,Medium,4.6,6,51.4,Hybrid,7.3,4.1,7.2,High,72,No
17670,51,Male,Germany,Data Scientist,18,Small,6.4,2,138.4,Hybrid,4.5,1.7,5.5,High,70,No
17671,43,Male,Canada,Marketing,2,MNC,4.6,6,67.8,Coworking,5.4,2.1,9.3,High,38,Yes
17672,44,Other,UK,Software Engineer,22,Large,8.4,7,146.8,Coworking,7.7,5.1,6.4,Low,100,No
17673,28,Female,South Korea,Designer,1,Small,6.4,4,15.6,Coworking,5.1,2.9,10.3,Medium,54,Yes
17674,53,Male,USA,Manager,23,Medium,7.0,6,112.4,Coworking,5.2,2.0,9.9,Low,63,No
17675,26,Other,China,Manager,1,MNC,4.5,5,116.3,Office,5.2,5.3,10.9,High,51,Yes
17676,37,Male,Germany,Data Analyst,13,Medium,4.1,5,28.0,Coworking,5.8,1.2,5.4,Low,50,Yes
17677,36,Other,India,Software Developer,6,MNC,9.1,6,190.4,Office,8.4,2.5,10.0,Medium,100,No
17678,29,Male,Japan,Data Analyst,0,Small,5.9,5,93.1,Home,7.6,2.8,13.5,Low,62,No
17679,36,Male,Australia,HR,2,Large,8.9,5,158.0,Hybrid,8.3,5.9,11.7,High,100,No
17680,36,Male,Germany,Marketing,14,Medium,9.2,0,107.7,Office,7.7,2.7,8.2,High,100,No
17681,42,Male,India,Marketing,17,MNC,4.3,6,163.1,Home,7.8,4.8,7.1,High,88,No
17682,31,Male,South Korea,Manager,6,Small,6.9,1,155.6,Hybrid,4.1,2.6,8.7,Medium,69,No
17683,28,Male,USA,Manager,0,MNC,5.6,4,25.3,Home,5.0,4.1,9.4,Low,53,Yes
17684,29,Female,Australia,Marketing,7,MNC,5.6,1,159.6,Home,7.6,4.4,6.6,Low,96,No
17685,39,Other,Canada,Designer,5,Large,4.8,2,157.4,Home,8.5,2.8,5.8,High,87,No
17686,26,Other,India,HR,0,Small,6.6,4,197.0,Office,5.5,0.6,12.3,Medium,53,Yes
17687,37,Male,UK,Software Engineer,5,Small,6.3,0,131.8,Home,6.8,1.5,7.8,Medium,86,No
17688,23,Male,USA,Data Scientist,0,Medium,5.8,4,43.3,Office,4.1,0.4,11.1,High,34,Yes
17689,39,Female,Germany,Designer,9,Medium,7.3,0,95.5,Coworking,9.0,2.3,7.9,Low,100,No
17690,54,Other,Germany,Data Scientist,3,Small,7.6,3,176.2,Coworking,6.6,2.2,8.1,High,91,No
17691,28,Other,India,Designer,6,Medium,7.9,1,77.3,Office,8.4,0.9,12.5,Medium,84,No
17692,27,Other,South Korea,Marketing,3,MNC,8.9,0,13.4,Hybrid,6.6,0.9,13.4,Medium,70,No
17693,46,Male,Canada,HR,0,Small,7.8,2,90.1,Hybrid,7.9,3.1,5.1,Medium,100,No
17694,35,Other,USA,Software Developer,2,Medium,6.6,1,122.0,Coworking,7.0,6.0,5.0,High,97,No
17695,48,Male,Germany,Manager,0,Medium,5.4,2,107.0,Hybrid,8.0,2.5,7.5,Medium,82,No
17696,38,Female,China,Data Scientist,7,Small,9.6,6,33.1,Office,6.4,5.2,12.2,Low,79,No
17697,51,Male,Canada,Data Analyst,27,MNC,4.6,3,194.9,Office,4.0,3.1,7.0,Medium,63,No
17698,24,Male,USA,Software Engineer,2,Large,7.8,0,191.0,Coworking,7.5,5.4,10.9,Low,100,No
17699,37,Other,Australia,Designer,7,Medium,5.5,4,146.2,Coworking,6.8,5.0,9.4,Low,77,No
17700,28,Male,UK,Designer,0,Small,5.3,7,165.5,Office,5.5,3.7,7.9,Medium,59,Yes
17701,42,Female,UK,Data Analyst,14,Medium,7.0,0,193.3,Home,5.8,2.5,10.0,Medium,78,No
17702,36,Female,China,HR,11,Medium,5.7,2,119.3,Office,8.1,5.3,7.7,High,97,No
17703,34,Other,UK,Software Engineer,10,Small,9.7,6,114.6,Office,7.4,0.5,11.2,High,77,No
17704,44,Male,UK,Designer,9,Large,8.2,6,52.2,Office,5.0,3.8,9.1,Medium,62,No
17705,35,Male,Canada,Designer,9,MNC,8.1,0,192.0,Home,8.5,1.9,6.7,Low,100,No
17706,47,Other,Australia,Software Developer,23,MNC,7.6,4,55.1,Hybrid,4.5,5.0,7.9,Low,68,No
17707,51,Male,Canada,Software Developer,23,Medium,8.7,6,110.9,Hybrid,4.1,3.6,10.6,Medium,59,Yes
17708,28,Other,South Korea,Data Analyst,6,MNC,10.0,0,104.2,Home,6.3,0.4,7.7,Low,87,No
17709,42,Female,UK,Manager,18,Medium,4.3,6,160.2,Home,8.0,0.0,12.8,High,57,Yes
17710,43,Female,Japan,Designer,6,Small,8.8,0,80.7,Hybrid,7.5,0.3,8.2,Medium,85,No
17711,43,Female,Canada,Designer,4,MNC,6.7,2,169.5,Office,8.3,4.5,5.8,High,100,No
17712,32,Female,Germany,Data Analyst,6,Medium,9.2,1,173.3,Office,6.8,5.4,5.5,High,100,No
17713,49,Female,India,Data Analyst,15,MNC,9.1,6,25.6,Hybrid,5.9,0.4,10.5,High,53,Yes
17714,37,Other,Canada,Marketing,0,MNC,4.1,6,108.6,Office,4.8,2.2,13.5,High,40,Yes
17715,51,Other,USA,Software Developer,13,MNC,8.6,0,153.0,Hybrid,4.8,5.8,5.6,Medium,100,No
17716,27,Other,Japan,Data Scientist,3,Small,5.6,4,111.3,Office,7.1,0.1,9.6,Low,64,No
17717,48,Male,India,Data Scientist,3,Large,9.4,6,175.2,Home,4.5,2.5,7.2,High,76,No
17718,42,Female,USA,Manager,12,Small,4.4,2,95.9,Coworking,7.5,5.2,6.8,Low,87,No
17719,52,Female,South Korea,Designer,9,MNC,6.5,1,15.0,Home,8.1,2.7,8.2,High,85,No
17720,39,Other,South Korea,Manager,12,MNC,5.3,2,12.9,Office,7.8,0.6,12.1,Medium,65,No
17721,49,Male,Canada,Software Developer,1,Medium,8.8,6,46.6,Home,4.8,4.2,12.5,Medium,61,No
17722,43,Other,Canada,HR,18,MNC,4.3,4,23.4,Office,8.3,5.7,5.7,High,81,No
17723,49,Female,Australia,Manager,23,Medium,5.7,2,98.9,Hybrid,6.5,0.9,6.7,High,61,No
17724,54,Male,Germany,Software Engineer,4,MNC,7.1,7,13.4,Hybrid,4.4,0.4,6.5,Medium,40,Yes
17725,30,Other,India,Software Engineer,0,MNC,5.2,5,182.2,Home,7.0,3.1,6.0,Low,74,No
17726,54,Male,Germany,Software Engineer,29,Large,6.2,0,72.8,Home,5.5,5.7,9.1,Medium,75,No
17727,54,Male,China,Designer,13,Small,9.1,1,97.2,Home,8.4,4.4,8.5,Low,100,No
17728,30,Male,India,Software Developer,4,Small,4.3,7,32.3,Coworking,5.8,2.8,6.8,Medium,52,Yes
17729,27,Other,China,HR,1,Medium,5.9,4,192.2,Coworking,8.9,5.3,11.4,Low,100,No
17730,31,Other,Germany,Software Developer,8,Small,4.3,2,98.1,Coworking,4.1,2.1,13.6,High,30,Yes
17731,27,Male,Canada,Data Scientist,2,Large,4.9,3,41.7,Hybrid,8.9,2.8,13.3,High,78,No
17732,32,Female,Germany,Software Developer,10,Medium,8.4,3,164.2,Hybrid,4.2,0.9,8.2,Low,63,No
17733,44,Female,China,Data Analyst,3,Small,7.7,6,88.7,Coworking,8.8,5.2,13.9,Medium,88,No
17734,29,Female,Germany,Software Developer,7,MNC,4.9,5,83.9,Hybrid,6.6,3.2,6.6,High,68,No
17735,25,Male,India,Data Analyst,1,MNC,9.4,6,137.7,Office,8.1,3.3,10.5,High,92,No
17736,27,Other,Germany,Marketing,5,Large,5.8,1,115.7,Office,5.9,1.9,12.8,Low,64,No
17737,24,Male,USA,Designer,1,MNC,4.6,0,131.9,Hybrid,7.9,1.2,9.6,Medium,82,No
17738,33,Male,Australia,Designer,9,Small,7.7,5,86.2,Hybrid,6.4,1.4,12.9,Medium,58,Yes
17739,43,Other,India,HR,1,Medium,5.5,4,94.9,Office,6.0,1.5,13.3,Medium,52,Yes
17740,32,Other,Japan,Designer,9,Large,7.3,6,173.7,Home,5.0,4.0,6.5,Low,82,No
17741,45,Other,Germany,Data Scientist,11,Large,6.1,2,149.1,Hybrid,6.5,2.7,11.9,Medium,67,No
17742,53,Other,Japan,Software Engineer,19,Medium,8.9,7,158.1,Coworking,5.2,2.8,5.8,High,72,No
17743,40,Male,UK,Software Engineer,0,Small,5.3,0,71.7,Home,5.1,2.6,10.7,Low,50,Yes
17744,32,Other,Japan,Designer,4,MNC,7.3,6,183.8,Hybrid,6.2,3.4,8.6,Low,86,No
17745,30,Male,Canada,Marketing,2,Large,6.5,4,20.4,Home,7.7,0.8,11.6,Medium,59,Yes
17746,45,Other,Japan,Data Scientist,13,Medium,6.4,6,43.4,Home,6.3,0.5,11.2,Low,42,Yes
17747,28,Female,UK,Marketing,0,Small,4.3,0,106.9,Office,8.0,5.4,5.5,High,100,No
17748,41,Other,South Korea,Data Scientist,5,MNC,5.2,6,14.8,Home,6.8,1.7,8.8,High,52,Yes
17749,35,Other,USA,Software Engineer,1,Large,8.8,6,122.4,Home,4.8,3.0,13.7,High,59,Yes
17750,23,Female,Canada,HR,1,Large,9.6,6,35.6,Home,8.3,4.8,8.8,High,100,No
17751,52,Other,China,Marketing,6,Large,8.3,2,150.2,Hybrid,5.7,2.6,10.2,High,88,No
17752,23,Male,Canada,Designer,0,Medium,8.3,7,119.0,Home,6.6,4.8,5.1,High,86,No
17753,49,Other,USA,Designer,13,MNC,8.1,1,147.4,Office,6.7,4.6,6.7,High,97,No
17754,53,Male,South Korea,Software Engineer,26,Medium,10.0,1,152.6,Office,9.0,5.8,13.7,High,100,No
17755,45,Male,Australia,Software Developer,1,MNC,9.7,6,26.4,Coworking,4.0,2.4,13.7,Low,46,Yes
17756,49,Other,USA,Designer,18,Small,9.1,6,192.1,Hybrid,7.3,5.4,9.2,High,100,No
17757,33,Male,China,HR,6,MNC,8.6,6,121.5,Home,8.9,1.2,10.0,High,93,No
17758,38,Male,Canada,Software Engineer,6,MNC,4.8,7,192.8,Coworking,8.8,2.2,6.8,Low,80,No
17759,34,Male,South Korea,Software Engineer,0,Medium,9.2,1,30.1,Home,8.9,0.3,8.4,Low,94,No
17760,25,Female,Japan,Software Developer,2,Small,7.3,5,107.6,Coworking,6.8,2.1,13.2,High,74,No
17761,45,Other,UK,Software Developer,1,Medium,8.1,0,181.7,Coworking,5.4,1.7,6.8,Low,87,No
17762,25,Male,South Korea,Marketing,1,MNC,4.2,2,126.3,Coworking,6.4,4.5,11.7,High,76,No
17763,35,Other,India,Designer,0,Small,4.5,2,194.0,Office,9.0,3.1,7.3,Medium,95,No
17764,41,Female,South Korea,Data Analyst,13,Large,8.6,0,31.7,Home,7.2,2.2,5.4,Medium,85,No
17765,42,Male,South Korea,Software Developer,5,MNC,6.4,3,112.9,Home,8.8,1.5,12.3,High,82,No
17766,47,Female,Australia,HR,8,Medium,7.0,1,14.9,Office,4.8,2.2,9.7,Medium,55,Yes
17767,30,Other,USA,Data Scientist,5,MNC,8.9,2,187.4,Hybrid,5.9,0.6,13.5,Medium,72,No
17768,22,Other,India,HR,1,Small,4.4,1,170.9,Coworking,6.4,3.1,13.0,High,74,No
17769,22,Female,USA,Data Analyst,0,Small,5.1,1,12.6,Home,7.4,1.7,10.1,High,60,No
17770,48,Female,Canada,Designer,14,Medium,9.1,1,112.0,Office,5.0,1.2,10.9,Low,64,No
17771,51,Other,China,Software Engineer,4,Large,4.9,7,129.8,Coworking,7.5,4.0,11.3,Medium,73,No
17772,34,Female,Canada,Marketing,4,MNC,8.7,5,89.7,Office,8.2,3.6,10.4,Medium,88,No
17773,36,Male,UK,Data Analyst,3,Small,6.2,1,111.9,Office,7.4,4.3,12.1,High,93,No
17774,50,Female,Japan,Marketing,25,MNC,8.5,2,153.0,Coworking,4.9,5.8,11.3,Medium,83,No
17775,38,Male,Japan,Designer,5,Large,5.7,7,146.0,Office,6.1,0.7,6.4,High,61,No
17776,30,Male,Canada,Data Analyst,5,Large,9.1,3,14.4,Home,4.1,5.2,8.3,Medium,73,No
17777,30,Female,Germany,Designer,1,Large,5.6,4,60.8,Hybrid,8.7,2.0,6.1,Low,84,No
17778,39,Other,India,Designer,0,Medium,4.0,1,117.1,Office,5.6,2.0,6.8,Medium,63,No
17779,33,Other,USA,Designer,3,Medium,9.8,2,45.1,Home,7.1,4.4,13.7,Low,86,No
17780,35,Male,China,Designer,2,Medium,8.2,7,126.5,Hybrid,8.5,2.7,6.6,Medium,99,No
17781,33,Male,India,Data Analyst,0,Medium,8.9,5,93.8,Office,8.8,2.4,6.1,High,100,No
17782,30,Other,Japan,Data Scientist,8,Small,9.4,1,149.5,Home,6.2,3.7,6.1,Low,100,No
17783,44,Male,Australia,Manager,3,Large,9.1,3,146.8,Coworking,6.2,0.8,9.2,Medium,80,No
17784,37,Other,UK,HR,6,MNC,9.2,0,80.5,Coworking,5.7,3.0,11.7,High,83,No
17785,35,Male,South Korea,Data Scientist,8,Medium,5.1,5,24.0,Coworking,4.8,0.3,7.6,Low,30,Yes
17786,41,Male,Japan,Marketing,0,Medium,7.6,0,36.4,Coworking,4.6,3.7,7.2,High,65,No
17787,28,Male,Japan,Marketing,0,MNC,6.9,1,123.5,Home,4.7,1.7,13.8,Low,53,Yes
17788,50,Female,Japan,Software Engineer,5,Large,5.8,5,111.0,Office,6.0,5.9,5.3,Low,74,No
17789,35,Other,Japan,Software Engineer,9,Medium,5.4,3,111.3,Coworking,8.5,4.2,13.6,Medium,90,No
17790,36,Female,South Korea,Software Engineer,0,Large,9.1,4,186.8,Coworking,6.0,0.0,13.7,Medium,74,No
17791,29,Other,UK,Software Developer,6,Large,5.0,4,158.9,Hybrid,5.5,2.7,8.8,High,67,No
17792,52,Female,Australia,Manager,27,MNC,6.4,4,129.4,Home,4.3,0.4,6.0,Medium,52,Yes
17793,40,Female,UK,Marketing,2,MNC,5.0,0,178.1,Hybrid,6.9,5.3,9.2,Medium,88,No
17794,47,Other,USA,Designer,5,MNC,6.3,2,195.2,Home,5.1,2.5,6.5,Low,82,No
17795,51,Other,Australia,Software Engineer,17,Large,5.0,7,69.2,Office,5.6,4.3,6.6,Medium,58,Yes
17796,27,Other,South Korea,Manager,1,Medium,5.3,1,167.7,Coworking,7.4,5.9,5.1,Medium,100,No
17797,25,Other,Germany,Software Developer,0,Medium,9.7,0,161.4,Home,7.9,1.8,9.3,Low,100,No
17798,34,Male,USA,HR,1,Small,5.6,2,130.2,Home,5.7,3.4,13.0,High,64,No
